,name,rating,review,ctype,hq,old,employees
861,Orient Craft,4.0,(420 Reviews),Private,"Gurgaon/Gurugram,Haryana + 9 more",46 years old,1k-5k employees (India)
862,JSW Cement,4.1,(420 Reviews),Private,"Mumbai,Maharashtra + 64 more",13 years old,1k-5k employees (India)
863,TE Connectivity,4.1,(420 Reviews),Private,Schaffhausen + 6 more,15 years old,1k-5k employees (India)
864,HT Media,3.6,(419 Reviews),Public,"Delhi/NCR,Delhi + 32 more",98 years old,1k-5k employees (Global)
865,T.v. Sundram Iyeng...,4.2,(419 Reviews),"Chennai,Tamil Nadu + 69 more",111 years old,501-1k employees (India),
866,S&P Global Market ...,4.1,(418 Reviews),Private,New York + 6 more,113 years old,5k-10k employees (India)
867,OCS Group,4.0,(418 Reviews),Private,"Mumbai,Maharashtra + 39 more",26 years old,10k-50k employees (India)
868,Aristo Pharmaceuti...,4.2,(417 Reviews),Private,"Mumbai,Maharashtra + 56 more",51 years old,1k-5k employees (India)
869,Dimension Data,4.0,(416 Reviews),Private,"Bryanston,Johannesburg + 45 more",39 years old,1k-5k employees (India)
870,Meril Life Science...,3.6,(415 Reviews),Private,"Vapi,Gujarat + 43 more",16 years old,1k-5k employees (India)
871,Sanden Vikas,3.8,(415 Reviews),Private,"Faridabad,Haryana + 17 more",40 years old,501-1k employees (Global)
872,Sintex Industries,4.1,(415 Reviews),Public,"Kalol,Gujarat + 48 more",91 years old,5k-10k employees (Global)
873,Quatrro,3.3,(414 Reviews),Private,"Gurgaon/Gurugram,Haryana + 5 more",17 years old,5k-10k employees (Global)
874,Flash Electronics,3.6,(413 Reviews),Private,"Pune,Maharashtra + 13 more",33 years old,1k-5k employees (Global)
875,Decathlon,4.0,(413 Reviews),Private,Lille + 51 more,46 years old,1k-5k employees (India)
876,Ageas Federal Life...,3.5,(412 Reviews),Private,"Mumbai,Maharashtra + 96 more",14 years old,501-1k employees (India)
877,Glorious Insight,5.0,(412 Reviews),Noida,11-50 employees (India),,
878,Novo Nordisk,4.1,(411 Reviews),Private,"Bagsværd,Copenhagen + 46 more",99 years old,1k-5k employees (India)
879,Olam,4.1,(411 Reviews),"Chennai,Tamil Nadu + 31 more",33 years old,1k-5k employees (India),
880,Xiaomi,4.1,(410 Reviews),Private,"Haidian District,Beijing + 101 more",12 years old,10k-50k employees (India)
881,Eli Research,3.3,(410 Reviews),Private,"Faridabad,Haryana + 8 more",31 years old,5k-10k employees (Global)
882,eClinicalWorks,4.2,(410 Reviews),Private,"Westborough,Massachusetts + 9 more",23 years old,1k-5k employees (India)
883,Unicharm,4.2,(410 Reviews),Private,"Mita,Tokyo + 78 more",61 years old,1k-5k employees (India)
884,Inox Wind,3.6,(408 Reviews),Public,"Noida,Uttar Pradesh + 29 more",13 years old,5k-10k employees (Global)
885,Tradeindia.com,3.5,(408 Reviews),Private,"Noida,Uttar Pradesh + 35 more",26 years old,1k-5k employees (India)
886,Gujarat Fluorochem...,4.1,(408 Reviews),Private,"Noida,Uttar Pradesh + 13 more",35 years old,501-1k employees (India)
887,BNP Paribas,3.7,(408 Reviews),Private,Paris + 15 more,174 years old,10k-50k employees (India)
888,XpressBees,3.9,(408 Reviews),Private,Pune + 86 more,7 years old,10k-50k employees (India)
889,Amtek Auto,3.8,(407 Reviews),Public,"Delhi/NCR,New Delhi + 33 more",37 years old,1k-5k employees (India)
890,Shriram General In...,4.0,(406 Reviews),Private,"Jaipur,Rajasthan + 104 more",14 years old,10k-50k employees (India)
891,Hitachi Systems Mi...,3.6,(405 Reviews),Private,"Chiyoda City,Tokyo + 57 more",31 years old,501-1k employees (India)
892,Jakson Group,3.8,(405 Reviews),Private,"Noida,Uttar Pradesh + 51 more",75 years old,1k-5k employees (India)
893,Genius Consultants,3.9,(404 Reviews),Private,"Kolkata,West Bengal + 56 more",29 years old,201-500 employees (India)
894,Vivanta by Taj,4.5,(404 Reviews),Private,"Gurgaon/Gurugram,Haryana + 36 more",12 years old,1k-5k employees (India)
895,Varroc Polymers,3.8,(403 Reviews),Private,"Aurangabad,Maharashtra + 23 more",27 years old,10k-50k employees (Global)
896,Navayuga Engineeri...,4.0,(403 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 41 more",123 years old,501-1k employees (India)
897,Atlas Copco,4.3,(403 Reviews),Public,"Nacka Municipality,Stockholm + 40 more",149 years old,1k-5k employees (India)
898,Quikr,3.7,(402 Reviews),Private,Bangalore + 21 more,14 years old,501-1k employees (India)
899,Automatic Data Pro...,4.2,(401 Reviews),New Jersey + 3 more,73 years old,1k-5k employees (India),
900,Uber,3.9,(401 Reviews),Public,"San Francisco,California + 35 more",13 years old,1k-5k employees (India)
901,Eveready Industrie...,4.2,(400 Reviews),Public,"Kolkata,West Bengal + 48 more",88 years old,1k-5k employees (India)
902,CitiusTech,4.0,(400 Reviews),Private,New Jersey + 7 more,17 years old,1k-5k employees (India)
903,Alok Industries,3.8,(400 Reviews),Public,"Mumbai,Maharashtra + 18 more",36 years old,1k-5k employees (India)
904,General Motors,4.5,(399 Reviews),Private,"Detroit,Michigan + 25 more",26 years old,1k-5k employees (India)
905,Medha Servo Drives,4.2,(399 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 28 more",38 years old,501-1k employees (India)
906,Infogain,3.5,(399 Reviews),Private,"Los Gatos,California + 12 more",32 years old,1k-5k employees (India)
907,Troikaa Pharmaceut...,4.0,(399 Reviews),Private,"Ahmedabad,Gujarat + 49 more",39 years old,1k-5k employees (India)
908,Adarsh Credit Co-O...,4.2,(398 Reviews),"Ahmedabad,Gujrat + 129 more",23 years old,1k-5k employees (India),
909,Parekh Integrated ...,4.1,(398 Reviews),Private,"Mumbai,Maharashtra + 58 more",41 years old,1k-5k employees (India)
910,Tata AutoComp Syst...,4.1,(397 Reviews),Public,"Pune,Maharashtra + 16 more",24 years old,1k-5k employees (India)
911,Magus Customer Dia...,3.6,(396 Reviews),Private,"Pune,Maharashtra + 15 more",33 years old,1k-5k employees (Global)
912,Mitsubishi Electri...,4.5,(395 Reviews),Private,"Chiyoda City,Tokyo + 33 more",101 years old,501-1k employees (India)
913,Jacobs Engineering...,3.9,(394 Reviews),Private,"Dallas,TX + 24 more",75 years old,201-500 employees (India)
914,OMICS Internationa...,2.5,(393 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 4 more",15 years old,1k-5k employees (Global)
915,Vedanta Resources,3.6,(393 Reviews),Public,London + 36 more,46 years old,1k-5k employees (India)
916,Vakrangee,3.5,(393 Reviews),Public,"Mumbai,Maharashtra + 70 more",32 years old,1k-5k employees (Global)
917,Alstom Transportat...,3.9,(392 Reviews),Private,Saint-Ouen + 24 more,94 years old,10k-50k employees (India)
918,Bridge & Roof Co,3.8,(391 Reviews),Central Public Sector Enterprises (CPSE),"Kolkata,West Bengal + 43 more",102 years old,1k-5k employees (India)
919,Jaquar,4.1,(391 Reviews),Private,"Gurgaon/Gurugram,Haryana + 58 more",62 years old,5k-10k employees (Global)
920,Teva Pharmaceutica...,4.2,(391 Reviews),Private,"Dublin,Dublin + 26 more",43 years old,1k-5k employees (India)
921,Apexon,3.3,(391 Reviews),Chennai + 14 more,26 years old,,
922,CenturyPly,3.9,(390 Reviews),Public,"Kolkata,West Bengal + 58 more",36 years old,1k-5k employees (Global)
923,Redington,4.1,(390 Reviews),Public,"Dubai,Dubai + 45 more",23 years old,1k-5k employees (India)
924,Holiday Inn,4.1,(390 Reviews),Private,"Memphis,Buckinghamshire + 41 more",70 years old,1k-5k employees (India)
925,Apollo Pharmacy,3.8,(390 Reviews),Private,"Chennai,Tamil Nadu + 74 more",39 years old,10k-50k employees (India)
926,MakeMyTrip,3.9,(390 Reviews),Public,"Gurgaon/Gurugram,Haryana + 31 more",22 years old,1k-5k employees (Global)
927,ZTE Corporation,3.8,(389 Reviews),Private,"Shenzhen,Guangdong + 45 more",19 years old,1k-5k employees (India)
928,RBL FinServe,4.2,(389 Reviews),"Mumbai,Maharashtra + 137 more",17 years old,5k-10k employees (India),
929,SAI Life Sciences,4.0,(389 Reviews),Public,Hyderabad + 4 more,23 years old,1k-5k employees (India)
930,Standard Chartered...,4.1,(388 Reviews),Private,Chennai + 9 more,21 years old,10k-50k employees (India)
931,Reliance Power,4.1,(388 Reviews),Public,"Navi Mumbai,Maharashtra + 25 more",27 years old,1k-5k employees (India)
932,McNally Bharat Eng...,4.0,(388 Reviews),Public,"Kolkata,West Bengal + 38 more",61 years old,1k-5k employees (Global)
933,Softenger,4.2,(388 Reviews),Private,"Pune,Maharashtra + 19 more",23 years old,501-1k employees (India)
934,Omaxe,3.8,(386 Reviews),Public,"Delhi/NCR,New Delhi + 18 more",33 years old,1k-5k employees (India)
935,United Breweries,4.1,(386 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 58 more",165 years old,1k-5k employees (India)
936,Godfrey Phillips I...,4.4,(386 Reviews),Public,"Delhi/NCR,New Delhi + 57 more",89 years old,1k-5k employees (India)
937,IKS Health,3.2,(385 Reviews),Private,"Navi Mumbai,Maharashtra + 7 more",15 years old,5k-10k employees (Global)
938,Scope Internationa...,3.8,(385 Reviews),Private,Mannheim + 4 more,21 years old,201-500 employees (Global)
939,nThrive Global Sol...,3.8,(384 Reviews),Private,Alpharetta + 7 more,19 years old,501-1k employees (India)
940,Madras Cements,4.3,(383 Reviews),Public,"Chennai,Tamil Nadu + 58 more",61 years old,1k-5k employees (India)
941,Eureka Outsourcing...,3.3,(383 Reviews),Private,"Thane,Maharashtra + 11 more",20 years old,5k-10k employees (Global)
942,Power Grid Corpora...,4.6,(382 Reviews),Private,"Gurgaon/Gurugram,Haryana + 110 more",33 years old,5k-10k employees (India)
943,Paytm Payments Ban...,3.9,(382 Reviews),Noida + 70 more,6 years old,1k-5k employees (India),
944,Sonata Software,3.8,(382 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 7 more",36 years old,1k-5k employees (India)
945,IMPACT Infotech,3.9,(380 Reviews),Private,"Pune,Maharashtra + 45 more",28 years old,501-1k employees (India)
946,Steag Energy Servi...,4.3,(380 Reviews),Private,"Essen,Essen + 25 more",22 years old,1k-5k employees (India)
947,ICA Edu Skills,3.7,(380 Reviews),Private,"Kolkata,West Bengal + 82 more",23 years old,1k-5k employees (Global)
948,Godrej Agrovet,4.1,(379 Reviews),Mumbai + 67 more,1k-5k employees (India),,
949,Episource,4.1,(379 Reviews),Private,"Gardena,California + 5 more",16 years old,1k-5k employees (India)
950,Canara Bank,3.7,(379 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 85 more",116 years old,50k-1 Lakh employees (India)
951,Ihg Group,4.2,(378 Reviews),Private,"Gurgaon/Gurugram,Haryana + 33 more",19 years old,501-1k employees (India)
952,Uttam Galva Steels,4.0,(378 Reviews),Public,"Mumbai,Maharashtra + 14 more",37 years old,1k-5k employees (India)
953,IFFCO,4.3,(377 Reviews),Private,"Delhi/NCR,Delhi + 51 more",55 years old,10k-50k employees (Global)
954,Cox & Kings,3.9,(377 Reviews),Private,"Mumbai,Maharashtra + 49 more",264 years old,1k-5k employees (India)
955,GKN,4.1,(377 Reviews),Private,"Redditch,Worcestershire + 18 more",37 years old,501-1k employees (India)
956,Sundaram Clayton,4.1,(376 Reviews),Public,"Chennai,Tamil Nadu + 12 more",60 years old,1k-5k employees (India)
957,Vedanta Aluminium,4.0,(374 Reviews),Private,"Jharsuguda,Odisha + 18 more",19 years old,1k-5k employees (India)
958,Wheels,4.1,(374 Reviews),Public,"Chennai,Tamil Nadu + 19 more",60 years old,1k-5k employees (India)
959,Ingram Micro,3.9,(374 Reviews),Private,"Irvine,California + 36 more",43 years old,1k-5k employees (India)
960,Kurlon,4.1,(373 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 66 more",60 years old,5k-10k employees (Global)
961,Atos Global IT Sol...,4.1,(373 Reviews),Paris + 11 more,25 years old,10k-50k employees (India),
962,Secure Meters,4.2,(373 Reviews),Public,"Chandlers Ford,Eastleigh + 38 more",35 years old,1k-5k employees (India)
963,Aarvi Encon,4.0,(372 Reviews),Public,"Mumbai,Maharashtra + 51 more",35 years old,1k-5k employees (India)
964,Karur Vysya Bank,3.7,(372 Reviews),Public,"Karur,Tamil Nadu + 72 more",106 years old,5k-10k employees (India)
965,HBL Global,4.1,(372 Reviews),Private,"Mumbai,Maharashtra + 67 more",22 years old,11-50 employees (India)
966,Saud Bahwan Group,3.8,(372 Reviews),Private,Muscat + 15 more,47 years old,201-500 employees (India)
967,SFO Technologies,3.6,(371 Reviews),Private,"Kochi/Cochin,Kerala + 11 more",32 years old,1k-5k employees (India)
968,Sykes Business Ser...,3.6,(371 Reviews),Private,"Tampa,Florida + 8 more",45 years old,1k-5k employees (Global)
969,ThyssenKrupp Indus...,4.1,(370 Reviews),Private,"Pune,Maharashtra + 24 more",75 years old,1k-5k employees (India)
970,Ahluwalia Contract...,4.0,(370 Reviews),Public,"Delhi/NCR,New Delhi + 24 more",57 years old,5k-10k employees (Global)
971,B. G. Shirke Const...,4.1,(370 Reviews),Private,"Pune,Maharashtra + 17 more",78 years old,1k-5k employees (India)
972,Edubridge Learning,4.1,(369 Reviews),Private,Mumbai + 54 more,13 years old,201-500 employees (India)
973,Fino Paytech,4.2,(369 Reviews),Mumbai + 92 more,16 years old,51-200 employees (India),
974,IHS Markit,4.1,(369 Reviews),Private,London + 10 more,63 years old,1k-5k employees (India)
975,IL&FS Engineering ...,4.4,(368 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 41 more",34 years old,1k-5k employees (India)
976,Xerox Technology S...,3.7,(368 Reviews),Private,"Norwalk,Connecticut + 26 more",6 years old,501-1k employees (India)
977,le méridien,3.8,(368 Reviews),Private,Paris + 21 more,50 years old,5k-10k employees (India)
978,Birla Corporation,4.2,(367 Reviews),Public,"Kolkata,India + 68 more",103 years old,1k-5k employees (India)
979,DLF,4.1,(367 Reviews),Public,"Gurgaon/Gurugram,Haryana + 22 more",76 years old,1k-5k employees (Global)
980,Saudi Binladin Gro...,4.4,(367 Reviews),Private,"Jeddah,Riyadh + 25 more",91 years old,201-500 employees (India)
981,DBS Bank,3.8,(367 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 30 more",7 years old,1k-5k employees (India)
982,Otis Elevator,4.1,(366 Reviews),Private,"Farmington,Connecticut + 43 more",169 years old,1k-5k employees (India)
983,Denave,4.0,(366 Reviews),Private,"Noida,Uttar Pradesh + 48 more",23 years old,501-1k employees (India)
984,Natco Pharma,4.2,(365 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 23 more",41 years old,1k-5k employees (India)
985,TCS iON,3.8,(365 Reviews),Mumbai + 55 more,11 years old,501-1k employees (India),
986,Credit Suisse,3.8,(365 Reviews),Private,Zurich + 4 more,166 years old,10k-50k employees (India)
987,GirnarSoft,3.6,(365 Reviews),Private,Jaipur + 34 more,15 years old,1k-5k employees (India)
988,Rodic Consultants,4.3,(365 Reviews),Private,"Delhi/NCR,Delhi + 63 more",22 years old,1k-5k employees (India)
989,Metropolis Healthc...,4.2,(364 Reviews),Private,"Mumbai,Maharashtra + 50 more",42 years old,1k-5k employees (India)
990,TietoEVRY,4.2,(364 Reviews),Helsinki + 4 more,28 years old,1k-5k employees (India),
991,Lumen Technologies,3.5,(364 Reviews),"Monroe,Louisiana + 10 more",92 years old,1k-5k employees (India),
992,Greenko Group,4.1,(363 Reviews),Private,Hyderabad + 31 more,18 years old,1k-5k employees (India)
993,Rao IIT Academy,3.7,(363 Reviews),Private,"Mumbai,Maharashtra + 19 more",8 years old,501-1k employees (Global)
994,UBS,3.8,(362 Reviews),Private,Zurich + 24 more,7 years old,1k-5k employees (India)
995,Gionee,4.0,(362 Reviews),Private,Shenzhen + 101 more,9 years old,501-1k employees (India)
996,Star Cement,3.9,(362 Reviews),Public,"Kolkata,West Bengal + 32 more",21 years old,501-1k employees (India)
997,Fidelity Investmen...,4.2,(362 Reviews),"Boston,Massachusetts + 8 more",76 years old,5k-10k employees (India),
998,Gharda Chemicals,4.1,(361 Reviews),Private,"Mumbai,Maharashtra + 29 more",55 years old,1k-5k employees (India)
999,Central Public Wor...,4.1,(360 Reviews),Private,"Delhi/NCR,New Delhi + 85 more",168 years old,10k-50k employees (India)
1000,TNQ Books & Journa...,3.7,(360 Reviews),Private,"Chennai,Tamil Nadu + 3 more",24 years old,1k-5k employees (Global)
1001,Essjay Ericsson,4.0,(359 Reviews),Private,Delhi + 65 more,51 years old,1k-5k employees (India)
1002,Velocis Systems,4.0,(359 Reviews),Private,"Noida,Uttar Pradesh + 32 more",27 years old,1k-5k employees (India)
1003,Central Industrial...,4.5,(359 Reviews),Govt Organisation,"Delhi/NCR,New Delhi + 52 more",53 years old,1 Lakh+ employees (India)
1004,Indegene,3.9,(359 Reviews),Private,Princeton + 13 more,24 years old,501-1k employees (India)
1005,Recpdcl.ltd,4.1,(358 Reviews),Private,"Noida,Uttar Pradesh + 48 more",15 years old,1k-5k employees (Global)
1006,Border Security Fo...,4.4,(358 Reviews),Govt Organisation,"Delhi/NCR,New Delhi + 54 more",57 years old,1 Lakh+ employees (India)
1007,Napino Auto & Elec...,4.1,(358 Reviews),Public,"Gurgaon/Gurugram,Haryana + 5 more",25 years old,1k-5k employees (India)
1008,Matrimony.com,3.7,(358 Reviews),Public,"Chennai,Tamil Nadu + 28 more",25 years old,1k-5k employees (Global)
1009,Courtyard by Marri...,4.4,(358 Reviews),Public,"Bethesda,Maryland + 28 more",95 years old,1k-5k employees (India)
1010,KIMS Hospital,4.1,(358 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 28 more",10 years old,1k-5k employees (Global)
1011,Dixon Technologies...,3.9,(357 Reviews),Public,"Noida,Uttar Pradesh + 19 more",29 years old,1k-5k employees (India)
1012,Kutumbh Care,4.1,(357 Reviews),Private,"Noida,Uttar Pradesh + 100 more",15 years old,5k-10k employees (India)
1013,VVDN Technologies,3.5,(357 Reviews),Private,Gurgaon + 22 more,15 years old,1k-5k employees (India)
1014,Asirvad Microfinan...,4.1,(357 Reviews),Private,"Chennai,Tamil Nadu + 105 more",15 years old,5k-10k employees (India)
1015,Sl Lumax,3.6,(357 Reviews),Public,"Sriperumbudur,Tamil Nadu + 8 more",25 years old,1k-5k employees (Global)
1016,Colliers Internati...,4.0,(357 Reviews),Private,Ontario + 19 more,27 years old,1k-5k employees (India)
1017,Tanishq,4.3,(356 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 92 more",28 years old,5k-10k employees (Global)
1018,Future Lifestyle F...,4.2,(356 Reviews),Public,"Mumbai,Maharashtra + 49 more",10 years old,1k-5k employees (India)
1019,National Health Mi...,3.8,(356 Reviews),Private,"Guwahati,Assam + 116 more",17 years old,1 Lakh+ employees (Global)
1020,Chennai Radha Engi...,4.1,(355 Reviews),Private,"Chennai,Tamil Nadu + 30 more",17 years old,5k-10k employees (India)
1021,R Systems Internat...,3.3,(355 Reviews),Public,"Folsom,California + 7 more",29 years old,1k-5k employees (India)
1022,HPCL-Mittal Energy,4.3,(354 Reviews),JV,"Noida,Uttar Pradesh + 14 more",15 years old,1k-5k employees (India)
1023,ZF Steering Gear I...,3.7,(354 Reviews),Public,"Friedrichshafen,Baden-Württemberg + 4 more",107 years old,1k-5k employees (Global)
1024,Royal Sundaram Gen...,3.9,(354 Reviews),JV,"Chennai,Tamil Nadu + 68 more",21 years old,1k-5k employees (India)
1025,Athena BPO,3.2,(354 Reviews),Private,"Mumbai,Maharashtra + 18 more",3 years old,1k-5k employees (Global)
1026,Medusind Solutions,3.8,(352 Reviews),Private,"Florida,Florida + 3 more",20 years old,1k-5k employees (India)
1027,BEML,3.9,(352 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 26 more",58 years old,1k-5k employees (India)
1028,VA Tech Wabag,3.9,(352 Reviews),Public,"Chennai,Tamil Nadu + 34 more",98 years old,1k-5k employees (India)
1029,Skipper,3.9,(352 Reviews),Public,"Kolkata,West Bengal + 32 more",41 years old,1k-5k employees (India)
1030,Alshaya Group,4.2,(352 Reviews),Private,"Kuwait City,Kuwait + 18 more",132 years old,501-1k employees (India)
1031,Tata Cummins,4.3,(350 Reviews),Private,"Pune,Maharashtra + 18 more",29 years old,5k-10k employees (India)
1032,BASF,4.6,(350 Reviews),Private,Ludwigshafen + 47 more,79 years old,10k-50k employees (India)
1033,Engineers India,4.2,(350 Reviews),Public,"Delhi/NCR,New Delhi + 40 more",57 years old,1k-5k employees (India)
1034,Larsen and Toubro ...,3.9,(350 Reviews),"Mumbai,Maharashtra + 65 more",16 years old,10k-50k employees (Global),
1035,Jaya Hind Industri...,3.6,(350 Reviews),Public,"Pune,Maharashtra + 11 more",75 years old,501-1k employees (India)
1036,HBL Power Systems,3.9,(350 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 32 more",45 years old,1k-5k employees (India)
1037,Genpact Headstrong...,3.8,(350 Reviews),Private,"New Delhi,New Delhi + 11 more",24 years old,1k-5k employees (India)
1038,Visionary RCM Info...,3.3,(350 Reviews),Private,"Chennai,Tamil Nadu + 5 more",16 years old,1k-5k employees (Global)
1039,Oriental Structura...,4.2,(349 Reviews),Private,"Delhi/NCR,Delhi + 37 more",36 years old,1k-5k employees (India)
1040,Pratap Technocrats,3.9,(349 Reviews),Private,"Jaipur,Rajasthan + 67 more",24 years old,501-1k employees (India)
1041,HARMAN,4.0,(349 Reviews),Public,"Stamford,Connecticut + 11 more",13 years old,1k-5k employees (India)
1042,Advik Hi Tech,3.6,(349 Reviews),"Pune,Maharashtra + 15 more",22 years old,501-1k employees (India),
1043,NSB Bpo Solutions,3.4,(348 Reviews),Private,"Bhopal,Madhya Pradesh + 73 more",29 years old,1k-5k employees (India)
1044,JTEKT,4.2,(347 Reviews),Public,Osaka + 15 more,16 years old,1k-5k employees (India)
1045,Schoolnet India,3.6,(347 Reviews),Public,"Noida,Uttar Pradesh + 78 more",25 years old,10k-50k employees (Global)
1046,Minda Corporation,3.9,(347 Reviews),Public,Gurugram + 31 more,64 years old,1k-5k employees (India)
1047,Comviva Technology,3.9,(347 Reviews),Private,"Gurgaon/Gurugram,Haryana + 61 more",23 years old,1k-5k employees (India)
1048,Air India,4.0,(347 Reviews),Private,"Delhi/NCR,New Delhi + 32 more",92 years old,5k-10k employees (Global)
1049,Wipro Infrastructu...,3.9,(347 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 23 more",46 years old,1k-5k employees (India)
1050,Comviva Technology,3.9,(347 Reviews),Private,"Gurgaon/Gurugram,Haryana + 61 more",23 years old,1k-5k employees (India)
1051,JTEKT,4.2,(347 Reviews),Public,Osaka + 15 more,16 years old,1k-5k employees (India)
1052,Hikal,4.1,(347 Reviews),Private,"Mumbai,Maharashtra + 11 more",34 years old,1k-5k employees (India)
1053,AIIMS,4.2,(345 Reviews),"Delhi/NCR,New Delhi + 22 more",66 years old,5k-10k employees (India),
1054,Adobe,4.2,(344 Reviews),Public,"San Jose,California + 8 more",25 years old,5k-10k employees (India)
1055,Government of Indi...,4.0,(342 Reviews),Govt Organisation,New Delhi + 89 more,72 years old,1 Lakh+ employees (Global)
1056,Bses Rajdhani Powe...,4.1,(342 Reviews),Private,"Delhi/NCR,New Delhi + 5 more",21 years old,5k-10k employees (Global)
1057,NEC,4.3,(342 Reviews),Private,Tokyo + 27 more,123 years old,5k-10k employees (India)
1058,Turbo Energy,4.2,(341 Reviews),Private,"Chennai,Tamil Nadu + 16 more",39 years old,501-1k employees (India)
1059,Leighton Contracto...,4.3,(341 Reviews),Private,"Mumbai,Maharashtra + 16 more",24 years old,501-1k employees (India)
1060,Saudi Aramco,4.5,(341 Reviews),Private,Dhahran + 25 more,89 years old,1k-5k employees (India)
1061,India Japan Lighti...,4.2,(341 Reviews),Private,"Chennai,Tamil Nadu + 16 more",26 years old,501-1k employees (India)
1062,Biba Apparels,3.9,(341 Reviews),Private,Gurgaon + 58 more,36 years old,501-1k employees (India)
1063,uFaber,4.1,(340 Reviews),Private,"Mumbai,Maharashtra + 11 more",9 years old,501-1k employees (India)
1064,Dhanuka Agritech,3.6,(340 Reviews),Public,"Gurgaon/Gurugram,Haryana + 54 more",40 years old,1k-5k employees (India)
1065,HFCL,4.0,(340 Reviews),Public,"Delhi/NCR,New Delhi + 62 more",35 years old,1k-5k employees (India)
1066,Micro Turners,3.8,(340 Reviews),Private,"Panchkula,Haryana + 29 more",53 years old,5k-10k employees (Global)
1067,Magneti Marelli Mo...,3.9,(339 Reviews),Private,Pune + 15 more,14 years old,11-50 employees (India)
1068,Sandhar Technologi...,3.9,(339 Reviews),Public,"Gurgaon/Gurugram,Haryana + 23 more",35 years old,5k-10k employees (India)
1069,Ramada,3.8,(339 Reviews),Private,"Gurgaon/Gurugram,Haryana + 36 more",12 years old,201-500 employees (India)
1070,Voltech,3.6,(339 Reviews),Private,"Chennai,Tamil Nadu + 21 more",34 years old,501-1k employees (India)
1071,VeeTechnologies,3.5,(339 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 11 more",22 years old,1k-5k employees (Global)
1072,Rallis India,4.3,(339 Reviews),Public,"Mumbai,Maharashtra + 55 more",74 years old,501-1k employees (India)
1073,QualityKiosk Techn...,3.7,(338 Reviews),Private,"Mumbai,Maharashtra + 6 more",22 years old,1k-5k employees (Global)
1074,Altruist Technolog...,3.1,(338 Reviews),Private,"Panchkula,Haryana + 18 more",17 years old,51-200 employees (Global)
1075,Care Hospital,4.2,(337 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 20 more",25 years old,1k-5k employees (India)
1076,Amway India Enterp...,4.1,(336 Reviews),Private,"Ada Township,Michigan + 66 more",15 years old,501-1k employees (India)
1077,Y-Axis Overseas Ca...,4.3,(336 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 11 more",23 years old,1k-5k employees (India)
1078,UNITED COLORS OF B...,4.5,(336 Reviews),Private,"Gurgaon/Gurugram,Haryana + 53 more",30 years old,201-500 employees (India)
1079,Amway India Enterp...,4.1,(336 Reviews),Private,"Ada Township,Michigan + 66 more",15 years old,501-1k employees (India)
1080,Patra Corporation,4.1,(336 Reviews),Private,"El Dorado Hills,California + 11 more",17 years old,501-1k employees (India)
1081,Ebix Software Indi...,3.1,(336 Reviews),Public,"Johns Creek,Georgia + 21 more",46 years old,501-1k employees (India)
1082,Centum Learning,3.8,(336 Reviews),Private,"Delhi/NCR,New Delhi + 61 more",15 years old,201-500 employees (India)
1083,Kalpataru Group,3.6,(335 Reviews),Private,"Mumbai,Maharashtra + 35 more",53 years old,1k-5k employees (India)
1084,Nippon Paint India,4.1,(335 Reviews),Private,Osaka + 63 more,141 years old,501-1k employees (India)
1085,J B Chemicals And ...,4.0,(335 Reviews),Public,"Mumbai,Maharashtra + 34 more",46 years old,501-1k employees (India)
1086,VirtusaPolaris,3.2,(334 Reviews),Private,"Colombo,Colombo + 8 more",26 years old,1k-5k employees (India)
1087,Ramky Infrastructu...,4.1,(334 Reviews),Public,Hyderabad + 38 more,28 years old,501-1k employees (India)
1088,Rane Engine Valve,3.9,(334 Reviews),Public,"Chennai,Tamil Nadu + 10 more",63 years old,501-1k employees (India)
1089,Medplus(optival He...,3.8,(334 Reviews),Private,Hyderabad + 36 more,16 years old,501-1k employees (India)
1090,Ministry of Defenc...,4.5,(334 Reviews),Private,"Delhi/NCR,Delhi + 52 more",75 years old,10k-50k employees (India)
1091,Novotel Hotels,4.3,(334 Reviews),Private,Issy Les Moulineaux + 22 more,55 years old,1k-5k employees (India)
1092,Leadec,3.8,(334 Reviews),Private,Stuttgart + 26 more,60 years old,501-1k employees (India)
1093,Transsion,4.2,(334 Reviews),Public,Shenzhen + 44 more,16 years old,501-1k employees (India)
1094,Army Public School,4.1,(333 Reviews),Private,"Delhi/NCR,New Delhi + 66 more",48 years old,5k-10k employees (Global)
